id,amount,asset_name,asset_id,datetime,sender_name,recipient_name,sender_id,recipient_id,sender_nodo,recipient_nodo
1.11.562189477,20.0,MONEDAPAR,1.3.1236,2018-11-03 18:48:00-03:00,creacionesmarcela,mariel721,1.2.1095733,1.2.1078186,nodomardelplata,nodomardelplata
1.11.562187582,50.0,MONEDAPAR,1.3.1236,2018-11-03 18:46:39-03:00,creacionesmarcela,leonelmachado,1.2.1095733,1.2.1047863,nodomardelplata,nodomardelplata
1.11.562187202,10.0,MONEDAPAR,1.3.1236,2018-11-03 18:46:21-03:00,lunajorg40,leonelmachado,1.2.1051274,1.2.1047863,nodomardelplata,nodomardelplata
1.11.562185858,45.0,MONEDAPAR,1.3.1236,2018-11-03 18:45:30-03:00,mariel721,sabores18,1.2.1078186,1.2.1078187,nodomardelplata,nodomardelplata
1.11.562173041,50.0,MONEDAPAR,1.3.1236,2018-11-03 18:36:30-03:00,mariocaf,paolagalpon,1.2.153191,1.2.1115128,nodolaplata,nodogualeguaychu
1.11.562167677,50.0,MONEDAPAR,1.3.1236,2018-11-03 18:32:33-03:00,sabores18,hernankpo,1.2.1078187,1.2.1078204,nodomardelplata,nodomardelplata
1.11.562155732,5.0,MONEDAPAR,1.3.1236,2018-11-03 18:22:36-03:00,rociomartino,silvinacomparada,1.2.1102341,1.2.1115105,nodogualeguaychu,nodogualeguaychu
1.11.562154526,15.0,MONEDAPAR,1.3.1236,2018-11-03 18:21:42-03:00,rociomartino,dulcinea,1.2.1102341,1.2.1102185,nodogualeguaychu,nodogualeguaychu
1.11.562154446,2.0,MONEDAPAR,1.3.1236,2018-11-03 18:21:39-03:00,pablofiore,belustadler,1.2.1102206,1.2.1115117,nodogualeguaychu,nodogualeguaychu
1.11.562147316,2.0,MONEDAPAR,1.3.1236,2018-11-03 18:16:00-03:00,dulcinea,silvinacomparada,1.2.1102185,1.2.1115105,nodogualeguaychu,nodogualeguaychu
1.11.562145209,120.0,MONEDAPAR,1.3.1236,2018-11-03 18:14:21-03:00,leonelmachado,pauloismael,1.2.1047863,1.2.1059769,nodomardelplata,nodomardelplata
1.11.562137116,10.0,MONEDAPAR,1.3.1236,2018-11-03 18:08:27-03:00,carloshartwig,marta01,1.2.1115091,1.2.1113920,nodogualeguaychu,nodogualeguaychu
1.11.562135986,50.0,MONEDAPAR,1.3.1236,2018-11-03 18:07:39-03:00,mariocaf,carloshartwig,1.2.153191,1.2.1115091,nodolaplata,nodogualeguaychu
1.11.562134174,5.0,MONEDAPAR,1.3.1236,2018-11-03 18:06:24-03:00,marta01,mariocaf,1.2.1113920,1.2.153191,nodogualeguaychu,nodolaplata
1.11.562132228,10.0,MONEDAPAR,1.3.1236,2018-11-03 18:05:03-03:00,mariocaf,marta01,1.2.153191,1.2.1113920,nodolaplata,nodogualeguaychu
1.11.562124181,1.0,MONEDAPAR,1.3.1236,2018-11-03 17:59:54-03:00,leonelmachado,adrianaandrada,1.2.1047863,1.2.1051259,nodomardelplata,nodomardelplata
1.11.562084674,30.0,MONEDAPAR,1.3.1236,2018-11-03 17:31:27-03:00,mariel721,alejandraocampp,1.2.1078186,1.2.1051225,nodomardelplata,nodomardelplata
1.11.562082514,350.0,MONEDAPAR,1.3.1236,2018-11-03 17:30:06-03:00,evangelina,creacionesmarcela,1.2.1059798,1.2.1095733,nodomardelplata,nodomardelplata
1.11.562080933,50.0,MONEDAPAR,1.3.1236,2018-11-03 17:28:57-03:00,hernankpo,marianatorrisi,1.2.1078204,1.2.1078018,nodomardelplata,nodomardelplata
1.11.562079284,50.0,MONEDAPAR,1.3.1236,2018-11-03 17:28:03-03:00,hernankpo,mariel721,1.2.1078204,1.2.1078186,nodomardelplata,nodomardelplata
1.11.562078460,20.0,MONEDAPAR,1.3.1236,2018-11-03 17:27:30-03:00,lunajorg40,marianatorrisi,1.2.1051274,1.2.1078018,nodomardelplata,nodomardelplata
1.11.562075396,20.0,MONEDAPAR,1.3.1236,2018-11-03 17:25:24-03:00,mariel721,marianatorrisi,1.2.1078186,1.2.1078018,nodomardelplata,nodomardelplata
1.11.562074631,20.0,MONEDAPAR,1.3.1236,2018-11-03 17:25:00-03:00,lunajorg40,doblerre,1.2.1051274,1.2.1068311,nodomardelplata,nodomardelplata
1.11.562073383,60.0,MONEDAPAR,1.3.1236,2018-11-03 17:24:12-03:00,leonelmachado,marianatorrisi,1.2.1047863,1.2.1078018,nodomardelplata,nodomardelplata
1.11.562070780,350.0,MONEDAPAR,1.3.1236,2018-11-03 17:22:33-03:00,leonelmachado,alejandraocampp,1.2.1047863,1.2.1051225,nodomardelplata,nodomardelplata
1.11.562066421,40.0,MONEDAPAR,1.3.1236,2018-11-03 17:19:51-03:00,lunajorg40,evangelina,1.2.1051274,1.2.1059798,nodomardelplata,nodomardelplata
1.11.562050976,60.0,MONEDAPAR,1.3.1236,2018-11-03 17:09:54-03:00,marianatorrisi,mariel721,1.2.1078018,1.2.1078186,nodomardelplata,nodomardelplata
1.11.562041443,20.0,MONEDAPAR,1.3.1236,2018-11-03 17:03:06-03:00,lidiaforquera,marianatorrisi,1.2.1113556,1.2.1078018,nodomardelplata,nodomardelplata
1.11.562039216,60.0,MONEDAPAR,1.3.1236,2018-11-03 17:01:54-03:00,lidiaforquera,alejandraocampp,1.2.1113556,1.2.1051225,nodomardelplata,nodomardelplata
1.11.562036745,75.0,MONEDAPAR,1.3.1236,2018-11-03 17:00:12-03:00,leonelmachado,mariel721,1.2.1047863,1.2.1078186,nodomardelplata,nodomardelplata
1.11.562034536,60.0,MONEDAPAR,1.3.1236,2018-11-03 16:58:27-03:00,munaway,alejandraocampp,1.2.1107520,1.2.1051225,nodomardelplata,nodomardelplata
1.11.562034334,2700.0,MONEDAPAR,1.3.1236,2018-11-03 16:58:18-03:00,pauloismael,leonelmachado,1.2.1059769,1.2.1047863,nodomardelplata,nodomardelplata
1.11.562034273,20.0,MONEDAPAR,1.3.1236,2018-11-03 16:58:15-03:00,lidiaforquera,marianatorrisi,1.2.1113556,1.2.1078018,nodomardelplata,nodomardelplata
1.11.562029774,25.0,MONEDAPAR,1.3.1236,2018-11-03 16:55:06-03:00,mariel721,doblerre,1.2.1078186,1.2.1068311,nodomardelplata,nodomardelplata
1.11.562027045,70.0,MONEDAPAR,1.3.1236,2018-11-03 16:53:00-03:00,lunajorg40,alejandraocampp,1.2.1051274,1.2.1051225,nodomardelplata,nodomardelplata
1.11.562025904,40.0,MONEDAPAR,1.3.1236,2018-11-03 16:51:54-03:00,mariel721,alejandraocampp,1.2.1078186,1.2.1051225,nodomardelplata,nodomardelplata
1.11.562025642,120.0,MONEDAPAR,1.3.1236,2018-11-03 16:51:42-03:00,marianatorrisi,alejandraocampp,1.2.1078018,1.2.1051225,nodomardelplata,nodomardelplata
1.11.562024728,50.0,MONEDAPAR,1.3.1236,2018-11-03 16:50:54-03:00,marianatorrisi,hernankpo,1.2.1078018,1.2.1078204,nodomardelplata,nodomardelplata
1.11.562024444,20.0,MONEDAPAR,1.3.1236,2018-11-03 16:50:36-03:00,lidiaforquera,mariel721,1.2.1113556,1.2.1078186,nodomardelplata,nodomardelplata
1.11.562024384,50.0,MONEDAPAR,1.3.1236,2018-11-03 16:50:30-03:00,alejandraocampp,leonelmachado,1.2.1051225,1.2.1047863,nodomardelplata,nodomardelplata
1.11.562018443,25.0,MONEDAPAR,1.3.1236,2018-11-03 16:45:12-03:00,doblerre,hernankpo,1.2.1068311,1.2.1078204,nodomardelplata,nodomardelplata
1.11.562015572,25.0,MONEDAPAR,1.3.1236,2018-11-03 16:42:21-03:00,evangelina,hernankpo,1.2.1059798,1.2.1078204,nodomardelplata,nodomardelplata
1.11.562014855,1000.0,MONEDAPAR,1.3.1236,2018-11-03 16:41:42-03:00,leonelmachado,pauloismael,1.2.1047863,1.2.1059769,nodomardelplata,nodomardelplata
1.11.562014837,25.0,MONEDAPAR,1.3.1236,2018-11-03 16:41:39-03:00,creacionesmarcela,hernankpo,1.2.1095733,1.2.1078204,nodomardelplata,nodomardelplata
1.11.562014456,1170.0,MONEDAPAR,1.3.1236,2018-11-03 16:41:18-03:00,leonelmachado,pauloismael,1.2.1047863,1.2.1059769,nodomardelplata,nodomardelplata
1.11.562013213,75.0,MONEDAPAR,1.3.1236,2018-11-03 16:40:12-03:00,mariel721,evangelina,1.2.1078186,1.2.1059798,nodomardelplata,nodomardelplata
1.11.562011085,50.0,MONEDAPAR,1.3.1236,2018-11-03 16:38:24-03:00,creacionesmarcela,sabores18,1.2.1095733,1.2.1078187,nodomardelplata,nodomardelplata
1.11.562009085,50.0,MONEDAPAR,1.3.1236,2018-11-03 16:36:39-03:00,mariel721,sabores18,1.2.1078186,1.2.1078187,nodomardelplata,nodomardelplata
1.11.562007671,25.0,MONEDAPAR,1.3.1236,2018-11-03 16:35:42-03:00,evangelina,pauloismael,1.2.1059798,1.2.1059769,nodomardelplata,nodomardelplata
1.11.562005312,100.0,MONEDAPAR,1.3.1236,2018-11-03 16:33:57-03:00,alejandraocampp,mariel721,1.2.1051225,1.2.1078186,nodomardelplata,nodomardelplata
1.11.562002559,115.0,MONEDAPAR,1.3.1236,2018-11-03 16:32:18-03:00,creacionesmarcela,mariel721,1.2.1095733,1.2.1078186,nodomardelplata,nodomardelplata
1.11.562000185,30.0,MONEDAPAR,1.3.1236,2018-11-03 16:30:30-03:00,evangelina,mariel721,1.2.1059798,1.2.1078186,nodomardelplata,nodomardelplata
1.11.561992074,100.0,MONEDAPAR,1.3.1236,2018-11-03 16:24:39-03:00,munaway,lidiaforquera,1.2.1107520,1.2.1113556,nodomardelplata,nodomardelplata
1.11.561964039,2.0,MONEDAPAR,1.3.1236,2018-11-03 16:05:09-03:00,dulcinea,danielcavaignac,1.2.1102185,1.2.1062960,nodogualeguaychu,nodogualeguaychu
1.11.561734562,200.0,MONEDAPAR,1.3.1236,2018-11-03 13:27:21-03:00,nantili,leonelmachado,1.2.1060251,1.2.1047863,nodomardelplata,nodomardelplata
1.11.561617365,50.0,MONEDAPAR,1.3.1236,2018-11-03 12:14:27-03:00,lidiaforquera,asli2018,1.2.1113556,1.2.1114899,nodomardelplata,nodomardelplata
1.11.561502536,580.0,MONEDAPAR,1.3.1236,2018-11-03 10:57:00-03:00,fabiana,pamelasierra,1.2.1068994,1.2.1039839,nodomardelplata,nodomardelplata
1.11.560570841,1.0,MONEDAPAR,1.3.1236,2018-11-03 00:20:48-03:00,hueso,moqui,1.2.155969,1.2.1114619,otros,otros
1.11.560544506,25.0,MONEDAPAR,1.3.1236,2018-11-03 00:03:12-03:00,hueso,gonzxp,1.2.155969,1.2.1113345,otros,otros
1.11.559073948,2.0,MONEDAPAR,1.3.1236,2018-11-02 08:24:48-03:00,dulcinea,pablofiore,1.2.1102185,1.2.1102206,nodogualeguaychu,nodogualeguaychu
1.11.558081647,100.0,MONEDAPAR,1.3.1236,2018-11-01 21:08:21-03:00,mariocaf,fedelobat,1.2.153191,1.2.379982,nodolaplata,nodolaplata
1.11.557940351,450.0,MONEDAPAR,1.3.1236,2018-11-01 19:40:39-03:00,creacionesmarcela,sabores18,1.2.1095733,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557878400,150.0,MONEDAPAR,1.3.1236,2018-11-01 19:02:18-03:00,alkimia,leonelmachado,1.2.1060228,1.2.1047863,nodomardelplata,nodomardelplata
1.11.557805094,140.0,MONEDAPAR,1.3.1236,2018-11-01 18:16:12-03:00,nancy869,leonelmachado,1.2.1051243,1.2.1047863,nodomardelplata,nodomardelplata
1.11.557497901,1500.0,MONEDAPAR,1.3.1236,2018-11-01 15:18:45-03:00,radio965,larsen,1.2.426382,1.2.155894,nodobuenosaires,nodolaplata
1.11.557246217,80.0,MONEDAPAR,1.3.1236,2018-11-01 12:44:48-03:00,leonelmachado,sabores18,1.2.1047863,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557216388,280.0,MONEDAPAR,1.3.1236,2018-11-01 12:26:36-03:00,sabores18,sandra,1.2.1078187,1.2.1060270,nodomardelplata,nodomardelplata
1.11.557195910,100.0,MONEDAPAR,1.3.1236,2018-11-01 12:14:57-03:00,sabores18,lunajorg40,1.2.1078187,1.2.1051274,nodomardelplata,nodomardelplata
1.11.557194255,125.0,MONEDAPAR,1.3.1236,2018-11-01 12:14:00-03:00,sabores18,andreapeyrot,1.2.1078187,1.2.1051233,nodomardelplata,nodomardelplata
1.11.557188345,18.0,MONEDAPAR,1.3.1236,2018-11-01 12:10:30-03:00,andreapeyrot,sabores18,1.2.1051233,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557180703,113.0,MONEDAPAR,1.3.1236,2018-11-01 12:06:57-03:00,creacionesmarcela,sabores18,1.2.1095733,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557179886,35.0,MONEDAPAR,1.3.1236,2018-11-01 12:06:30-03:00,clemira57,sabores18,1.2.1051247,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557175290,500.0,MONEDAPAR,1.3.1236,2018-11-01 12:05:15-03:00,sabores18,creacionesmarcela,1.2.1078187,1.2.1095733,nodomardelplata,nodomardelplata
1.11.557150416,95.0,MONEDAPAR,1.3.1236,2018-11-01 11:49:27-03:00,leonelmachado,sabores18,1.2.1047863,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557149412,65.0,MONEDAPAR,1.3.1236,2018-11-01 11:48:45-03:00,adrianaandrada,sabores18,1.2.1051259,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557148304,500.0,MONEDAPAR,1.3.1236,2018-11-01 11:48:06-03:00,leonelmachado,munaway,1.2.1047863,1.2.1107520,nodomardelplata,nodomardelplata
1.11.557145112,40.0,MONEDAPAR,1.3.1236,2018-11-01 11:46:00-03:00,munaway,adrianaandrada,1.2.1107520,1.2.1051259,nodomardelplata,nodomardelplata
1.11.557145047,20.0,MONEDAPAR,1.3.1236,2018-11-01 11:45:57-03:00,marianatorrisi,munaway,1.2.1078018,1.2.1107520,nodomardelplata,nodomardelplata
1.11.557143334,130.0,MONEDAPAR,1.3.1236,2018-11-01 11:44:54-03:00,sabores18,lidiaforquera,1.2.1078187,1.2.1113556,nodomardelplata,nodomardelplata
1.11.557141233,30.0,MONEDAPAR,1.3.1236,2018-11-01 11:43:33-03:00,lidiaforquera,sabores18,1.2.1113556,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557136673,95.0,MONEDAPAR,1.3.1236,2018-11-01 11:40:51-03:00,munaway,sabores18,1.2.1107520,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557135841,40.0,MONEDAPAR,1.3.1236,2018-11-01 11:40:21-03:00,leonelmachado,alejandraocampp,1.2.1047863,1.2.1051225,nodomardelplata,nodomardelplata
1.11.557135251,50.0,MONEDAPAR,1.3.1236,2018-11-01 11:39:54-03:00,leonelmachado,marianatorrisi,1.2.1047863,1.2.1078018,nodomardelplata,nodomardelplata
1.11.557134299,60.0,MONEDAPAR,1.3.1236,2018-11-01 11:39:18-03:00,adrianaandrada,alejandraocampp,1.2.1051259,1.2.1051225,nodomardelplata,nodomardelplata
1.11.557132872,10.0,MONEDAPAR,1.3.1236,2018-11-01 11:38:18-03:00,corinam,adrianaandrada,1.2.1051310,1.2.1051259,nodomardelplata,nodomardelplata
1.11.557130752,60.0,MONEDAPAR,1.3.1236,2018-11-01 11:36:57-03:00,creacionesmarcela,alejandraocampp,1.2.1095733,1.2.1051225,nodomardelplata,nodomardelplata
1.11.557130641,50.0,MONEDAPAR,1.3.1236,2018-11-01 11:36:54-03:00,munaway,lidiaforquera,1.2.1107520,1.2.1113556,nodomardelplata,nodomardelplata
1.11.557128558,40.0,MONEDAPAR,1.3.1236,2018-11-01 11:35:30-03:00,andreapeyrot,sabores18,1.2.1051233,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557123006,190.0,MONEDAPAR,1.3.1236,2018-11-01 11:32:09-03:00,nantili,sabores18,1.2.1060251,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557117598,95.0,MONEDAPAR,1.3.1236,2018-11-01 11:28:36-03:00,hernankpo,sabores18,1.2.1078204,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557116793,450.0,MONEDAPAR,1.3.1236,2018-11-01 11:28:12-03:00,sabores18,creacionesmarcela,1.2.1078187,1.2.1095733,nodomardelplata,nodomardelplata
1.11.557114815,450.0,MONEDAPAR,1.3.1236,2018-11-01 11:26:57-03:00,sabores18,creacionesmarcela,1.2.1078187,1.2.1095733,nodomardelplata,nodomardelplata
1.11.557113807,25.0,MONEDAPAR,1.3.1236,2018-11-01 11:26:21-03:00,lidiaforquera,adrianaandrada,1.2.1113556,1.2.1051259,nodomardelplata,nodomardelplata
1.11.557112704,40.0,MONEDAPAR,1.3.1236,2018-11-01 11:25:42-03:00,lunajorg40,sabores18,1.2.1051274,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557112535,100.0,MONEDAPAR,1.3.1236,2018-11-01 11:25:36-03:00,nantili,andreapeyrot,1.2.1060251,1.2.1051233,nodomardelplata,nodomardelplata
1.11.557109102,25.0,MONEDAPAR,1.3.1236,2018-11-01 11:23:30-03:00,corinam,marianatorrisi,1.2.1051310,1.2.1078018,nodomardelplata,nodomardelplata
1.11.557106643,20.0,MONEDAPAR,1.3.1236,2018-11-01 11:22:27-03:00,munaway,sabores18,1.2.1107520,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557104789,60.0,MONEDAPAR,1.3.1236,2018-11-01 11:21:18-03:00,corinam,alejandraocampp,1.2.1051310,1.2.1051225,nodomardelplata,nodomardelplata
1.11.557104718,20.0,MONEDAPAR,1.3.1236,2018-11-01 11:21:15-03:00,lidiaforquera,sabores18,1.2.1113556,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557103567,60.0,MONEDAPAR,1.3.1236,2018-11-01 11:20:36-03:00,lunajorg40,alejandraocampp,1.2.1051274,1.2.1051225,nodomardelplata,nodomardelplata
1.11.557102932,160.0,MONEDAPAR,1.3.1236,2018-11-01 11:20:12-03:00,nantili,alejandraocampp,1.2.1060251,1.2.1051225,nodomardelplata,nodomardelplata
1.11.557101985,25.0,MONEDAPAR,1.3.1236,2018-11-01 11:19:30-03:00,lidiaforquera,leonelmachado,1.2.1113556,1.2.1047863,nodomardelplata,nodomardelplata
1.11.557042866,80.0,MONEDAPAR,1.3.1236,2018-11-01 10:43:36-03:00,andreapeyrot,lidiaforquera,1.2.1051233,1.2.1113556,nodomardelplata,nodomardelplata
1.11.557041800,40.0,MONEDAPAR,1.3.1236,2018-11-01 10:42:51-03:00,sabores18,adrianaandrada,1.2.1078187,1.2.1051259,nodomardelplata,nodomardelplata
1.11.557037457,160.0,MONEDAPAR,1.3.1236,2018-11-01 10:40:06-03:00,creacionesmarcela,sabores18,1.2.1095733,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557036984,60.0,MONEDAPAR,1.3.1236,2018-11-01 10:39:42-03:00,alejandraocampp,munaway,1.2.1051225,1.2.1107520,nodomardelplata,nodomardelplata
1.11.557035694,60.0,MONEDAPAR,1.3.1236,2018-11-01 10:39:00-03:00,munaway,alejandraocampp,1.2.1107520,1.2.1051225,nodomardelplata,nodomardelplata
1.11.557034789,240.0,MONEDAPAR,1.3.1236,2018-11-01 10:38:18-03:00,nancy869,sabores18,1.2.1051243,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557034239,110.0,MONEDAPAR,1.3.1236,2018-11-01 10:38:03-03:00,hernankpo,leonelmachado,1.2.1078204,1.2.1047863,nodomardelplata,nodomardelplata
1.11.557030462,50.0,MONEDAPAR,1.3.1236,2018-11-01 10:35:33-03:00,hernankpo,marianatorrisi,1.2.1078204,1.2.1078018,nodomardelplata,nodomardelplata
1.11.557028678,145.0,MONEDAPAR,1.3.1236,2018-11-01 10:34:27-03:00,munaway,sabores18,1.2.1107520,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557026671,10.0,MONEDAPAR,1.3.1236,2018-11-01 10:33:18-03:00,leonelmachado,adrianaandrada,1.2.1047863,1.2.1051259,nodomardelplata,nodomardelplata
1.11.557026650,120.0,MONEDAPAR,1.3.1236,2018-11-01 10:33:15-03:00,hernankpo,sabores18,1.2.1078204,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557024789,60.0,MONEDAPAR,1.3.1236,2018-11-01 10:32:06-03:00,nancy869,alejandraocampp,1.2.1051243,1.2.1051225,nodomardelplata,nodomardelplata
1.11.557022236,100.0,MONEDAPAR,1.3.1236,2018-11-01 10:30:51-03:00,leonelmachado,munaway,1.2.1047863,1.2.1107520,nodomardelplata,nodomardelplata
1.11.557022176,25.0,MONEDAPAR,1.3.1236,2018-11-01 10:30:48-03:00,nancy869,hernankpo,1.2.1051243,1.2.1078204,nodomardelplata,nodomardelplata
1.11.557019230,50.0,MONEDAPAR,1.3.1236,2018-11-01 10:28:57-03:00,tamara,marianatorrisi,1.2.1050684,1.2.1078018,nodomardelplata,nodomardelplata
1.11.557017354,30.0,MONEDAPAR,1.3.1236,2018-11-01 10:27:36-03:00,leonelmachado,munaway,1.2.1047863,1.2.1107520,nodomardelplata,nodomardelplata
1.11.557017054,75.0,MONEDAPAR,1.3.1236,2018-11-01 10:27:24-03:00,sabores18,leonelmachado,1.2.1078187,1.2.1047863,nodomardelplata,nodomardelplata
1.11.557015949,35.0,MONEDAPAR,1.3.1236,2018-11-01 10:27:12-03:00,hernankpo,sabores18,1.2.1078204,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557014702,50.0,MONEDAPAR,1.3.1236,2018-11-01 10:26:21-03:00,creacionesmarcela,adrianaandrada,1.2.1095733,1.2.1051259,nodomardelplata,nodomardelplata
1.11.557014631,100.0,MONEDAPAR,1.3.1236,2018-11-01 10:26:18-03:00,leonelmachado,andreapeyrot,1.2.1047863,1.2.1051233,nodomardelplata,nodomardelplata
1.11.557014094,25.0,MONEDAPAR,1.3.1236,2018-11-01 10:25:57-03:00,hernankpo,leonelmachado,1.2.1078204,1.2.1047863,nodomardelplata,nodomardelplata
1.11.557008126,50.0,MONEDAPAR,1.3.1236,2018-11-01 10:23:06-03:00,tamara,hernankpo,1.2.1050684,1.2.1078204,nodomardelplata,nodomardelplata
1.11.557007920,155.0,MONEDAPAR,1.3.1236,2018-11-01 10:23:00-03:00,nancy869,sabores18,1.2.1051243,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557007341,30.0,MONEDAPAR,1.3.1236,2018-11-01 10:22:33-03:00,leonelmachado,sabores18,1.2.1047863,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557005963,40.0,MONEDAPAR,1.3.1236,2018-11-01 10:21:36-03:00,leonelmachado,hernankpo,1.2.1047863,1.2.1078204,nodomardelplata,nodomardelplata
1.11.557004929,60.0,MONEDAPAR,1.3.1236,2018-11-01 10:21:09-03:00,leonelmachado,hernankpo,1.2.1047863,1.2.1078204,nodomardelplata,nodomardelplata
1.11.557004505,50.0,MONEDAPAR,1.3.1236,2018-11-01 10:20:54-03:00,adrianaandrada,hernankpo,1.2.1051259,1.2.1078204,nodomardelplata,nodomardelplata
1.11.557004120,80.0,MONEDAPAR,1.3.1236,2018-11-01 10:20:39-03:00,tamara,sabores18,1.2.1050684,1.2.1078187,nodomardelplata,nodomardelplata
1.11.557003933,55.0,MONEDAPAR,1.3.1236,2018-11-01 10:20:33-03:00,leonelmachado,hernankpo,1.2.1047863,1.2.1078204,nodomardelplata,nodomardelplata
1.11.556993694,20.0,MONEDAPAR,1.3.1236,2018-11-01 10:13:33-03:00,leonelmachado,adrianaandrada,1.2.1047863,1.2.1051259,nodomardelplata,nodomardelplata
1.11.556988671,80.0,MONEDAPAR,1.3.1236,2018-11-01 10:10:03-03:00,leonelmachado,lidiaforquera,1.2.1047863,1.2.1113556,nodomardelplata,nodomardelplata
1.11.556983038,300.0,MONEDAPAR,1.3.1236,2018-11-01 10:05:42-03:00,leonelmachado,munaway,1.2.1047863,1.2.1107520,nodomardelplata,nodomardelplata
1.11.556974688,190.0,MONEDAPAR,1.3.1236,2018-11-01 10:00:12-03:00,leonelmachado,sabores18,1.2.1047863,1.2.1078187,nodomardelplata,nodomardelplata
1.11.556680897,1200.0,MONEDAPAR,1.3.1236,2018-11-01 06:47:03-03:00,pauloismael,leomachado,1.2.1059769,1.2.1035701,nodomardelplata,nodomardelplata
1.11.555742053,1.0,MONEDAPAR,1.3.1236,2018-10-31 19:11:00-03:00,shisasfv,fernando07,1.2.1110245,1.2.1113004,nodobuenosaires,nodobuenosaires
1.11.553849094,350.0,MONEDAPAR,1.3.1236,2018-10-30 20:22:51-03:00,seba,andrea,1.2.294759,1.2.155895,nodobuenosaires,nodobuenosaires
1.11.553440173,10.0,MONEDAPAR,1.3.1236,2018-10-30 15:11:39-03:00,jabibi,megistox3,1.2.1110711,1.2.1110272,nodolaplata,nodolaplata
1.11.553430391,200.0,MONEDAPAR,1.3.1236,2018-10-30 15:04:33-03:00,mariocaf,jabibi,1.2.153191,1.2.1110711,nodolaplata,nodolaplata
1.11.553204062,100.0,MONEDAPAR,1.3.1236,2018-10-30 11:53:00-03:00,radio965,omar55,1.2.426382,1.2.1104449,nodobuenosaires,nodobuenosaires
1.11.553202672,100.0,MONEDAPAR,1.3.1236,2018-10-30 11:52:00-03:00,radio965,ileana1,1.2.426382,1.2.1106251,nodobuenosaires,nodobuenosaires
1.11.551874835,700.0,MONEDAPAR,1.3.1236,2018-10-29 21:27:09-03:00,leonelmachado,pauloismael,1.2.1047863,1.2.1059769,nodomardelplata,nodomardelplata
1.11.548911240,213.96,MONEDAPAR,1.3.1236,2018-10-28 14:22:54-03:00,tigredefuego,leonelmachado,1.2.1086519,1.2.1047863,nodomardelplata,nodomardelplata
1.11.548571726,480.0,MONEDAPAR,1.3.1236,2018-10-28 10:41:33-03:00,alkimia,asdrubal,1.2.1060228,1.2.1068303,nodomardelplata,nodomardelplata
1.11.547651952,59.8,MONEDAPAR,1.3.1236,2018-10-28 00:36:51-03:00,jesus,shisasfv,1.2.1102345,1.2.1110245,nodobuenosaires,nodobuenosaires
1.11.546836905,100.0,MONEDAPAR,1.3.1236,2018-10-27 16:59:48-03:00,leonelmachado,lunajorg40,1.2.1047863,1.2.1051274,nodomardelplata,nodomardelplata
1.11.544124020,40.0,MONEDAPAR,1.3.1236,2018-10-26 13:30:48-03:00,gala,monicapescaderia,1.2.1060242,1.2.784863,nodomardelplata,nodomardelplata
1.11.543750350,300.0,MONEDAPAR,1.3.1236,2018-10-26 09:45:03-03:00,sandra,mariana1984,1.2.1060270,1.2.1037008,nodomardelplata,nodomardelplata
1.11.543736951,300.0,MONEDAPAR,1.3.1236,2018-10-26 09:36:57-03:00,leonelmachado,sandra,1.2.1047863,1.2.1060270,nodomardelplata,nodomardelplata
1.11.542254810,100.0,MONEDAPAR,1.3.1236,2018-10-25 15:53:57-03:00,elmercado,vasco,1.2.153189,1.2.1044433,otros,otros
1.11.540356736,10.0,MONEDAPAR,1.3.1236,2018-10-24 18:01:09-03:00,sosarodrigo,mchurichi,1.2.1095746,1.2.1107692,otros,otros
1.11.539628533,145.0,MONEDAPAR,1.3.1236,2018-10-24 09:37:03-03:00,nantili,leonelmachado,1.2.1060251,1.2.1047863,nodomardelplata,nodomardelplata
1.11.533594283,45.0,MONEDAPAR,1.3.1236,2018-10-21 18:11:06-03:00,tamara,mariel721,1.2.1050684,1.2.1078186,nodomardelplata,nodomardelplata
1.11.533297483,5.0,MONEDAPAR,1.3.1236,2018-10-21 15:02:48-03:00,tamara,mariel721,1.2.1050684,1.2.1078186,nodomardelplata,nodomardelplata
1.11.533016410,310.0,MONEDAPAR,1.3.1236,2018-10-21 12:05:42-03:00,lunajorg40,leonelmachado,1.2.1051274,1.2.1047863,nodomardelplata,nodomardelplata
